2017/03/17__16:10:10:198,638658173,2017/03/17__15:56:20,1104.27,2.0,buy,2017/03/17__15:56:20,null
2017/03/17__16:10:10:198,638658203,2017/03/17__15:56:21,1103.81,12.0,sell,2017/03/17__15:56:21,null
2017/03/17__16:10:10:198,638658257,2017/03/17__15:56:23,1103.35,10.0,sell,2017/03/17__15:56:23,null
2017/03/17__16:10:10:198,638658271,2017/03/17__15:56:24,1103.35,20.0,sell,2017/03/17__15:56:24,null
2017/03/17__16:10:10:198,638658301,2017/03/17__15:56:25,1103.35,24.0,sell,2017/03/17__15:56:25,null
2017/03/17__16:10:10:198,638658719,2017/03/17__15:56:44,1103.35,18.0,sell,2017/03/17__15:56:44,null
2017/03/17__16:10:10:198,638658740,2017/03/17__15:56:45,1103.35,12.0,sell,2017/03/17__15:56:45,null
2017/03/17__16:10:10:198,638658775,2017/03/17__15:56:47,1103.35,6.0,sell,2017/03/17__15:56:47,null
2017/03/17__16:10:10:198,638658793,2017/03/17__15:56:48,1103.35,6.0,sell,2017/03/17__15:56:48,null
2017/03/17__16:10:10:198,638659025,2017/03/17__15:56:59,1103.35,14.0,sell,2017/03/17__15:56:59,null
2017/03/17__16:10:10:198,638659063,2017/03/17__15:57:00,1103.33,32.0,sell,2017/03/17__15:57:00,null
2017/03/17__16:10:10:198,638659092,2017/03/17__15:57:01,1103.67,10.0,sell,2017/03/17__15:57:01,null
2017/03/17__16:10:10:198,638659115,2017/03/17__15:57:02,1103.33,40.0,sell,2017/03/17__15:57:02,null
2017/03/17__16:10:10:198,638659129,2017/03/17__15:57:03,1103.33,16.0,sell,2017/03/17__15:57:03,null
2017/03/17__16:10:10:198,638659149,2017/03/17__15:57:04,1103.33,2.0,sell,2017/03/17__15:57:04,null
2017/03/17__16:10:10:198,638659173,2017/03/17__15:57:05,1103.33,24.0,sell,2017/03/17__15:57:05,null
2017/03/17__16:10:10:198,638659187,2017/03/17__15:57:06,1103.33,8.0,sell,2017/03/17__15:57:06,null
2017/03/17__16:10:10:198,638659752,2017/03/17__15:57:41,1103.71,18.0,sell,2017/03/17__15:57:41,null
2017/03/17__16:10:10:198,638659942,2017/03/17__15:57:51,1104.0,8.0,buy,2017/03/17__15:57:51,null
2017/03/17__16:10:10:198,638660037,2017/03/17__15:57:56,1104.25,2.0,buy,2017/03/17__15:57:56,null
2017/03/17__16:10:10:198,638660048,2017/03/17__15:57:57,1103.87,22.0,buy,2017/03/17__15:57:57,null
2017/03/17__16:10:10:198,638660114,2017/03/17__15:58:01,1103.48,4.0,sell,2017/03/17__15:58:01,null
2017/03/17__16:10:10:198,638660291,2017/03/17__15:58:11,1104.0,4.0,buy,2017/03/17__15:58:11,null
2017/03/17__16:10:10:198,638660517,2017/03/17__15:58:23,1103.77,10.0,sell,2017/03/17__15:58:23,null
2017/03/17__16:10:10:198,638660808,2017/03/17__15:58:41,1104.0,18.0,buy,2017/03/17__15:58:41,null
2017/03/17__16:10:10:198,638660867,2017/03/17__15:58:45,1103.81,6.0,sell,2017/03/17__15:58:45,null
2017/03/17__16:10:10:198,638660913,2017/03/17__15:58:48,1104.0,2.0,buy,2017/03/17__15:58:48,null
2017/03/17__16:10:10:198,638661021,2017/03/17__15:58:54,1104.0,20.0,buy,2017/03/17__15:58:54,null
2017/03/17__16:10:10:198,638661046,2017/03/17__15:58:55,1104.0,20.0,buy,2017/03/17__15:58:55,null
2017/03/17__16:10:10:198,638661083,2017/03/17__15:58:57,1104.0,14.0,buy,2017/03/17__15:58:57,null
2017/03/17__16:10:10:198,638661101,2017/03/17__15:58:58,1104.0,8.0,buy,2017/03/17__15:58:58,null
2017/03/17__16:10:10:198,638661121,2017/03/17__15:58:59,1104.0,12.0,buy,2017/03/17__15:58:59,null
2017/03/17__16:10:10:198,638661137,2017/03/17__15:59:00,1104.0,2.0,buy,2017/03/17__15:59:00,null
2017/03/17__16:10:10:198,638661192,2017/03/17__15:59:03,1103.98,12.0,buy,2017/03/17__15:59:03,null
2017/03/17__16:10:10:198,638661370,2017/03/17__15:59:29,1103.71,14.0,sell,2017/03/17__15:59:29,null
2017/03/17__16:10:10:198,638661383,2017/03/17__15:59:32,1104.44,20.0,buy,2017/03/17__15:59:32,null
2017/03/17__16:10:10:198,638661502,2017/03/17__15:59:51,1104.08,10.0,sell,2017/03/17__15:59:51,null
2017/03/17__16:10:10:198,638661513,2017/03/17__15:59:53,1103.71,14.0,sell,2017/03/17__15:59:53,null
2017/03/17__16:10:10:198,638661556,2017/03/17__16:00:00,1104.44,20.0,buy,2017/03/17__16:00:00,null
2017/03/17__16:10:11:548,638661560,2017/03/17__16:10:02,1136.86,2.0,sell,2017/03/17__16:10:02,null
2017/03/17__16:10:11:848,638661562,2017/03/17__16:10:02,1136.86,12.0,sell,2017/03/17__16:10:02,null
2017/03/17__16:10:12:150,638661566,2017/03/17__16:10:03,1136.86,8.0,sell,2017/03/17__16:10:03,null
2017/03/17__16:10:12:755,638661568,2017/03/17__16:10:03,1136.86,2.0,sell,2017/03/17__16:10:03,null
2017/03/17__16:10:13:351,638661574,2017/03/17__16:10:04,1136.86,4.0,sell,2017/03/17__16:10:04,null
2017/03/17__16:10:14:866,638661581,2017/03/17__16:10:05,1136.86,12.0,sell,2017/03/17__16:10:05,null
2017/03/17__16:10:15:160,638661584,2017/03/17__16:10:06,1136.86,154.0,sell,2017/03/17__16:10:06,null
2017/03/17__16:10:15:761,638661590,2017/03/17__16:10:06,1136.86,562.0,sell,2017/03/17__16:10:06,null
2017/03/17__16:10:15:761,638661592,2017/03/17__16:10:07,1136.86,2.0,sell,2017/03/17__16:10:07,null
2017/03/17__16:10:17:569,638661606,2017/03/17__16:10:08,1136.86,92.0,sell,2017/03/17__16:10:08,null
2017/03/17__16:10:17:878,638661610,2017/03/17__16:10:08,1136.86,116.0,sell,2017/03/17__16:10:08,null
2017/03/17__16:10:17:878,638661616,2017/03/17__16:10:09,1136.86,90.0,sell,2017/03/17__16:10:09,null
2017/03/17__16:10:18:503,638661622,2017/03/17__16:10:09,1136.86,100.0,sell,2017/03/17__16:10:09,null
2017/03/17__16:10:18:815,638661632,2017/03/17__16:10:09,1136.86,242.0,sell,2017/03/17__16:10:09,null
2017/03/17__16:10:19:112,638661640,2017/03/17__16:10:09,1136.86,182.0,sell,2017/03/17__16:10:09,null
2017/03/17__16:10:19:420,638661648,2017/03/17__16:10:10,1136.86,206.0,sell,2017/03/17__16:10:10,null
2017/03/17__16:10:19:708,638661652,2017/03/17__16:10:10,1136.86,66.0,sell,2017/03/17__16:10:10,null
2017/03/17__16:10:20:019,638661664,2017/03/17__16:10:10,1136.86,376.0,sell,2017/03/17__16:10:10,null
2017/03/17__16:10:20:318,638661668,2017/03/17__16:10:11,1136.86,86.0,sell,2017/03/17__16:10:11,null
2017/03/17__16:10:20:631,638661680,2017/03/17__16:10:11,1136.86,350.0,sell,2017/03/17__16:10:11,null
2017/03/17__16:10:20:914,638661687,2017/03/17__16:10:11,1136.86,148.0,sell,2017/03/17__16:10:11,null
2017/03/17__16:10:21:226,638661698,2017/03/17__16:10:12,1136.86,256.0,sell,2017/03/17__16:10:12,null
2017/03/17__16:10:21:528,638661706,2017/03/17__16:10:12,1136.86,184.0,sell,2017/03/17__16:10:12,null
2017/03/17__16:10:21:837,638661715,2017/03/17__16:10:12,1136.86,192.0,sell,2017/03/17__16:10:12,null
2017/03/17__16:10:22:121,638661721,2017/03/17__16:10:13,1136.86,194.0,sell,2017/03/17__16:10:13,null
2017/03/17__16:10:22:441,638661742,2017/03/17__16:10:13,1136.86,266.0,sell,2017/03/17__16:10:13,null
2017/03/17__16:10:22:737,638661748,2017/03/17__16:10:13,1136.86,196.0,sell,2017/03/17__16:10:13,null
2017/03/17__16:10:23:025,638661755,2017/03/17__16:10:14,1136.86,98.0,sell,2017/03/17__16:10:14,null
2017/03/17__16:10:23:330,638661761,2017/03/17__16:10:14,1136.87,184.0,sell,2017/03/17__16:10:14,null
2017/03/17__16:10:23:661,638661784,2017/03/17__16:10:14,1137.05,266.0,sell,2017/03/17__16:10:14,null
2017/03/17__16:10:23:932,638661790,2017/03/17__16:10:14,1137.05,114.0,sell,2017/03/17__16:10:14,null
2017/03/17__16:10:24:250,638661804,2017/03/17__16:10:15,1137.05,172.0,sell,2017/03/17__16:10:15,null
2017/03/17__16:10:24:539,638661815,2017/03/17__16:10:15,1137.05,432.0,sell,2017/03/17__16:10:15,null
2017/03/17__16:10:24:849,638661826,2017/03/17__16:10:15,1137.05,204.0,sell,2017/03/17__16:10:15,null
2017/03/17__16:10:25:141,638661832,2017/03/17__16:10:16,1137.05,96.0,sell,2017/03/17__16:10:16,null
2017/03/17__16:10:25:450,638661844,2017/03/17__16:10:16,1137.05,242.0,sell,2017/03/17__16:10:16,null
2017/03/17__16:10:25:756,638661855,2017/03/17__16:10:16,1137.05,394.0,sell,2017/03/17__16:10:16,null
2017/03/17__16:10:25:756,638661862,2017/03/17__16:10:17,1137.05,74.0,sell,2017/03/17__16:10:17,null
2017/03/17__16:10:26:045,638661867,2017/03/17__16:10:17,1137.05,78.0,sell,2017/03/17__16:10:17,null
2017/03/17__16:10:26:346,638661872,2017/03/17__16:10:17,1137.05,106.0,sell,2017/03/17__16:10:17,null
2017/03/17__16:10:26:672,638661878,2017/03/17__16:10:17,1137.05,168.0,sell,2017/03/17__16:10:17,null
2017/03/17__16:10:27:295,638661893,2017/03/17__16:10:18,1137.05,270.0,sell,2017/03/17__16:10:18,null
2017/03/17__16:10:27:561,638661902,2017/03/17__16:10:18,1137.05,116.0,sell,2017/03/17__16:10:18,null
2017/03/17__16:10:27:889,638661913,2017/03/17__16:10:18,1137.05,188.0,sell,2017/03/17__16:10:18,null
2017/03/17__16:10:28:188,638661917,2017/03/17__16:10:19,1137.05,74.0,sell,2017/03/17__16:10:19,null
2017/03/17__16:10:28:482,638661922,2017/03/17__16:10:19,1137.05,86.0,sell,2017/03/17__16:10:19,null
2017/03/17__16:10:28:785,638661931,2017/03/17__16:10:19,1137.05,162.0,sell,2017/03/17__16:10:19,null
2017/03/17__16:10:29:091,638661938,2017/03/17__16:10:19,1137.05,164.0,sell,2017/03/17__16:10:19,null
